,image_id,ques_en,ans_en,label
4184,2413569,What color is the sky?,Blue.,621
4185,2329954,Where is the shirt?,Hanging up.,1026
4186,2388642,Who is in the doorway?,An orange cat.,418
4187,2388642,How is the door positioned?,Open.,1690
4188,2373670,What object grows in front of the building?,Tree.,2423
4189,2328829,What color is the faucet?,Silver.,1937
4190,2354781,What is on the walls?,Stains.,1997
4191,2411896,What style of boat is this?,A barge style.,70
4192,2392874,What is on back wall?,Tile.,2324
4193,2404155,How much children are on the couch?,Two.,2446
4194,2336726,What color is the broccoli?,Green.,1009
4195,2409599,What color is the shield on top of the misty dawn?,Red.,1854
4196,2336832,What color is the women's hair?,It is brown.,1201
4197,2322449,Who is wearing brown boots?,The lady on the left.,2189
4198,2378098,Where is the motorcycle?,On the road.,1627
4199,2320382,What colors are the zebra?,Black and white.,592
4200,2365927,What is the weather like?,Cool.,762
4201,2398820,What is in the background?,Mountain.,1390
4202,2404786,What is in the cup?,A drink.,149
4203,2414661,What color is the snowsuit of the last person in the line?,Orange and black.,1693
4204,2385553,How many cars are in this picture?,Three.,2320
4205,2415513,What kind of animals are these?,Ducks.,835
4206,2358683,What is behind the stove?,A microwave.,220
4207,2403604,Where is the red car?,Driving on the street.,832
4208,2403604,Who would wear the helmet?,The motorcycle driver.,2208
4209,2323558,Who has on black?,People skiing.,1751
4210,2370299,Why is the picture clear?,Its daytime.,1237
4211,2316952,How many dogs are there?,One.,1687
4212,2414008,What is the umbrella for?,Toy boat.,2411
4213,2417450,When was this image taken?,Daytime.,800
4214,2381990,What color is the ground?,Brown.,655
4215,2378774,How many skateboards do you see?,1,7
4216,2390180,Where are the headlights?,On vehicles.,1672
4217,2390180,What is the color of the building?,White.,2563
4218,2326173,Why is the skateboarder jumping?,The skateboarder is doing a trick.,2240
4219,2416181,How many bowls are there?,5,37
4220,2370620,What kind of stain is on the concrete to the right?,A green mossy stain.,173
4221,2370620,What is lining the street?,Cars.,691
4222,2413596,What color is the window frame?,Black.,603
4223,2413596,What has a big window?,Store.,2023
4224,2402050,What is knotted?,A purse strap.,259
4225,2360241,What pattern is on the bathmat?,White with grayish blue stripes.,2561
4226,2323804,How many benches are there?,Two.,2446
4227,2401735,What is the main color of the bowl?,Brown.,655
4228,2401735,What is the main color of the curtain?,White.,2563
4229,2368387,What color is the cow in the foreground?,Grey.,1015
4230,2413255,What event is the tennis match taking place at?,Special olympics.,1988
4231,2349711,Why is the sky blue?,It is day time.,1206
4232,2370787,What is the woman doing?,Stroking her chin.,2040
4233,2355981,How many people are in the scene?,1,7
4234,2383516,What color is the couch?,Blue.,621
4235,2391713,What flower is in sunlight?,Bright pink flower.,643
4236,2335969,How is the photo?,Clear.,736
4237,2409141,What color is the bowl?,Green.,1009
4238,2366399,What is red and yellow the streak on the road?,Fast moving cars.,884
4239,2398225,What is the weather like?,Clear.,736
4240,2398225,What is in the distance on the right?,Mountains.,1391
4241,2399600,What is the man holding?,A black leather bag.,88
4242,2354655,Where is the red overhang?,On the building.,1574
4243,2342909,How many rugs are in the image?,One.,1687
4244,2387917,What are the people doing?,Drinking.,828
4245,2415256,How many light bulbs?,Four.,940
4246,2347936,What color is the train?,White.,2563
4247,2362327,What is the batter doing?,Standing in the box.,2002
4248,2360253,What is the cat doing?,Laying down.,1287
4249,2360253,What is the cat laying on?,Chair.,704
4250,2395592,What kind of tower is in this picture?,A clock tower.,125
4251,2390397,What is in the middle?,Bed.,523
4252,2390397,What color is the blanket at the end of the bed?,Yellow.,2612
4253,2373670,What has the letter L on it?,The clock.,2154
4254,2385283,What is in the background?,Trees.,2425
4255,2328829,How many windows are visible?,One.,1687
4256,2316175,What are in the photo?,Horses.,1058
4257,2391354,When was the picture taken?,During daytime.,842
4258,2339630,When is the picture taken?,Daytime.,800
4259,2376284,What in the distance is tall and green?,Trees.,2425
4260,2374568,What is the woman holding?,A pink umbrella.,248
4261,2353265,Who is wearing a tropical shirt?,Man in blue.,1351
4262,2335574,Where was the picture taken?,On a ski slope.,1510
4263,2417450,How many people are there?,One.,1687
4264,2388566,How many nets are visible?,Two.,2446
4265,2319271,How does the sky look?,Partly cloudy.,1739
4266,2377309,What color is the sky?,Blue.,621
4267,2347209,What is in the air?,A ball.,66
4268,2319271,What color is the grass?,Green.,1009
4269,2336832,How many women have a vacuum?,One woman.,1686
4270,2318278,What is the number of the train?,6456,46
4271,2397051,Who is in the water?,No one.,1449
4272,2322449,Why are the people using umbrellas?,Its raining.,1238
4273,2320760,What animal is there?,Bear.,517
4274,2322449,What are the people doing?,Walking.,2494
4275,2370620,Who is holding a leash?,The man.,2203
4276,2354975,How many ties?,Two.,2446
4277,2410557,What color is the boy in white pant's shirt?,Blue.,621
4278,2409248,What is in the immediate foreground?,Net.,1417
4279,2409248,What is the person in foreground in black doing?,Umpiring.,2451
4280,2398820,What is the person holding?,A surfboard.,306
4281,2398820,What is the person looking at?,Waves.,2515
4282,2395374,What is the man in the black jacket doing?,Walking a dog.,2491
4283,2324315,What is below the clock?,Information Kiosk.,1191
4284,2336324,What color is motorcycles?,Blue and green.,610
4285,2391713,How many vases are there in the photo?,One.,1687
4286,2410519,What is the table made out of?,Wood.,2593
4287,2326354,What is in front of the truck?,A mountain.,225
4288,2412953,What is behind the bushes?,Field.,893
4289,2371504,What is round?,Plate.,1788
4290,2399600,Where is the man facing?,Away from the camera?.,480
4291,2339296,When was the photo taken?,Afternoon.,387
4292,2339296,Where is she?,Close to books.,742
4293,2337896,What time of the day it is?,Night time.,1435
4294,2389903,What is missing from the door?,Knob.,1270
4295,2354655,What color is the first car?,Blue.,621
4296,2354655,What color is the stoplight?,Green.,1009
4297,2403278,When was this picture taken?,Daytime.,800
4298,2359104,Where are the two nearest cows?,In water.,1190
4299,2375508,What is on the ground?,Snow.,1970
4300,2375508,What is visible in the snow?,Lines.,1324
4301,2328201,When was the photo taken?,Daytime.,800
4302,2356628,What color is the boy's shirt?,White.,2563
4303,2408299,What color are the leaves?,Green.,1009
4304,2339719,Who is on the bench?,No one.,1449
4305,2412457,What is in the doorway shining?,A light.,202
4306,2391354,What type is the bus?,Double decker.,821
4307,2374568,What kind of umbrella is this?,An open umbrella.,417
4308,2409599,How many numbers are on the boat to the left?,6,43
4309,2404890,What is in the sky?,Clouds.,746
4310,2382461,How many people are in the picture?,10,9
4311,2395374,What lines the street?,Buildings.,663
4312,2385553,How many people are pictured here?,Zero.,2620
4313,2320506,How many giraffes are in the photo?,One.,1687
4314,2415200,How many officers are shown?,Two.,2446
4315,2391973,What shade is the inside of car?,Gray.,993
4316,2368396,How many transport vehicles are there?,Two.,2446
4317,2404191,What color clothing is the conductor wearing?,Black.,603
4318,2316952,Where is the man?,On the road.,1627
4319,2414008,What has red sail?,Boat.,625
4320,2414448,What is behind the trucks?,Water tower.,2513
4321,2323309,What are the people doing?,Crossing the street.,774
4322,2323309,How many buses are there?,One.,1687
4323,2381990,Who has their hand up?,The woman in white.,2285
4324,2342392,What is this game?,Baseball ?.,503
4325,2366688,What is the color of the roof?,Brown.,655
4326,2366688,How is the day?,Sunny.,2057
4327,2377309,What is this?,Plane.,1784
4328,2315730,What is green?,Trees.,2425
4329,2371178,Where are white lines?,On the street.,1645
4330,2315730,What is blue?,Life jacket.,1310
4331,2397051,What body of water is there?,Ocean.,1469
4332,2390180,What color is the traffic light?,Green.,1009
4333,2336324,When is the picture taken?,Day time.,798
4334,2390891,What is trailing the jets?,Smoke.,1967
4335,2416181,Where are the tea and coffee?,In between the trays.,1100
4336,2335969,What covers the ground?,Snow.,1970
4337,2370620,What is to the left of the man?,A trash can.,331
4338,2326354,What color is the truck?,Black.,603
4339,2354016,What is next to the house?,A tree.,334
4340,2412953,What is in the background?,Mountains.,1391
4341,2350766,What is the boy doing?,Playing.,1798
4342,2373738,What is the red strip on?,Pants.,1722
4343,2371504,What is in a glass?,Wine.,2571
4344,2401735,Where are items sitting?,In front of window.,1121
4345,2398225,What is being dragged?,The woman.,2289
4346,2368387,What is tall near the cows?,The weeds.,2275
4347,2399600,Who is in the foreground?,Two women.,2445
4348,2370787,Who is behind the mask?,The man.,2203
4349,2342909,Where was the picture taken?,In a bedroom.,1068
4350,2336925,Where is the lamp?,On the table.,1646
4351,2364712,What is blue?,Tiles.,2326
4352,2364712,What is the cup made of?,Plastic.,1787
4353,2395592,Where is the letter A?,On the building.,1574
4354,2355981,Who is wearing a knit cap?,The boarder.,2130
4355,2356628,How many dinosaurs are in the picture?,Zero.,2620
4356,2409424,What color are the wheels on the skateboard?,Red.,1854
4357,2408299,What is the bird doing?,Hiding.,1045
4358,2409424,What sport is shown?,Skateboarding.,1947
4359,2409141,What color are the walls?,White.,2563
4360,2400093,Where is the pot?,Stove.,2026
4361,2316175,What color is the wall?,Gray.,993
4362,2373738,When was this picture taken?,Daytime.,800
4363,2354781,What color is the plate on the bottom?,Clear.,736
4364,2339630,What is written in the board?,Stop.,2019
4365,2396855,What is the red object in the container?,A pen.,238
4366,2337896,How many trains passing?,One.,1687
4367,2329507,Where was this picture taken?,At the lake.,472
4368,2336726,Who is standing by the cat?,Noone.,1458
4369,2389903,Where was the photo taken?,In a bathroom.,1067
4370,2343402,Why are they on the ground?,To sell.,2365
4371,2320382,When was this photo taken?,Daytime.,800
4372,2365927,Why was this photo taken?,For a magazine.,921
4373,2365927,What is in the sky?,Clouds.,746
4374,2414661,How many people are wearing glasses?,3,28
4375,2390397,What is leaning against the headboard?,Pillows.,1771
4376,2414661,Where is the picture taken?,Inside a cave.,1193
4377,2344456,What kind of weather is it?,Nice weather.,1434
4378,2372734,Where are the sheep?,Beside the road.,574
4379,2368611,Where is the banana?,Under the cat?.,2459
4380,2415200,What color is the darkest horse?,Red.,1854
4381,2407123,How many people can be seen?,Zero.,2620
4382,2339719,What color is the moon?,White.,2563
4383,2403604,Where is the blue and black motorcycle?,Parked on the street.,1733
4384,2411896,What color is the ship?,Black.,603
4385,2374568,Where was this picture taken?,Outside of a building.,1705
4386,2372746,When was photo taken?,Day time.,798
4387,2378098,What color is the bush?,Green.,1009
4388,2398820,What color is the ocean?,Shining blue.,1922
4389,2400340,What does the red mark on the person mean?,No walking.,1453
4390,2387690,What is the number on the front of the train?,5718,42
4391,2360260,What color is the grass?,Green.,1009
4392,2403071,Where is the yellow fruit?,To the left of the green fruit.,2379
4393,2340690,What color are the trees?,Green.,1009
4394,2320541,What are the people doing?,Sitting.,1942
4395,2320541,What color are the tables?,Brown.,655
4396,2404191,Where are the people?,In a train.,1096
4397,2316952,What is the man riding?,A motorcycle.,224
4398,2381990,What kind of table is this?,Picnic.,1769
4399,2347209,What are the men playing?,Baseball.,507
4400,2318278,What is in the background on the right?,Buildings.,663
4401,2320760,What is the weather?,Sunny.,2057
4402,2354016,How many people are there?,One.,1687
4403,2377370,When is this night or day?,Night.,1436
4404,2366688,Where are the boats?,In the water.,1182
4405,2333760,What color pants is the person wearing?,Black.,603
4406,2370787,What is the man cutting?,The box.,2137
4407,2324315,Who is in this picture?,No one.,1449
4408,2338205,Who is getting on the bus?,Passengers.,1740
4409,2412953,How is the weather?,Fair.,877
4410,2398899,What is at the top of the building?,Tower.,2410
4411,2391075,How happy does the woman seem?,She seems quite happy.,1916
4412,2387917,When was this picture taken?,Daytime.,800
4413,2359104,Where are the cows standing?,In water.,1190
4414,2375508,What is in the field?,Snow.,1970
4415,2360253,Where is the cat?,On the chair.,1579
4416,2381497,How many benches are there?,One.,1687
4417,2356628,Where was this picture taken?,Up on the mountain bench.,2471
